title;artist;topgenre;year;bpm;energy;danceability ;dB;liveness;valence;duration;acousticness;speechiness ;popularity;key;mode;instrumentalness;loudness
Everybody (Backstreet's Back) - Radio Edit;Backstreet Boys;boy band;1997;108;85;73;-4;27;61;225;4;4;77;4;Major;0.43841270972192137;-36.26361102970601
F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar);A$AP Rocky;east coast hip hop;2013;96;69;85;-7;11;66;234;2;28;77;9;Minor;0.17981251298839462;-27.246454300755573
Face Down;The Red Jumpsuit Apparatus;alternative metal;2006;93;93;55;-2;13;46;192;0;4;77;4;Major;0.9429753428245822;-49.53329222819127
Firework;Katy Perry;pop;2010;124;83;64;-5;11;65;228;14;5;77;5;Minor;0.19279327335356156;-22.76140841428476
Halo;Beyoncé;pop;2008;80;72;51;-6;6;47;262;27;6;77;6;Minor;0.3572647626400923;-14.697841994278953
Hear Me Now;Alok;electro house;2016;122;46;78;-8;7;50;195;55;4;77;5;Minor;0.7692000500299658;-22.57159053279529
Hello;Adele;british soul;2015;79;43;58;-6;9;29;296;33;3;77;8;Minor;0.5712577925972138;-19.594057228325518
Higher Love;Kygo;edm;2019;104;68;69;-7;10;40;228;2;3;77;2;Minor;0.6247265540355865;-28.810141123708842
Hot In Herre;Nelly;dance pop;2002;107;75;96;-5;6;91;228;21;12;77;0;Major;0.7461770183302455;-20.744923495771097
Human;The Killers;alternative rock;2008;135;80;56;-8;9;58;245;0;6;77;8;Minor;0.6159171430898943;-40.11359836660498
Hung Up;Madonna;dance pop;2005;125;65;65;-8;7;41;338;0;5;77;5;Major;0.9938665771712755;-57.38181792780634
ily (i love you baby) (feat. Emilee);Surf Mesa;tropical house;2019;112;77;67;-8;39;33;177;7;9;77;10;Major;0.8938873186471654;-22.126815070197637
In My Feelings;Drake;canadian hip hop;2018;91;63;84;-6;40;35;218;6;13;77;10;Major;0.39136309393007807;-36.708912489675335
In The Night;The Weeknd;canadian contemporary r&b;2015;168;68;51;-5;5;54;236;8;7;77;7;Minor;0.35058621938583;-39.11619950021929
In Too Deep;Sum 41;alternative metal;2001;116;84;57;-6;6;77;207;0;5;77;1;Minor;0.8002326443195564;-37.53689050292761
Intentions (feat. Quavo);Justin Bieber;canadian pop;2020;148;55;81;-7;10;87;213;30;6;77;1;Major;0.13375615551636322;-35.266543249841035
International Love (feat. Chris Brown);Pitbull;dance pop;2011;120;86;67;-3;34;65;227;1;5;77;7;Minor;0.2681836515016861;-21.10706115007101
Jealous;Labrinth;indie poptimism;2014;117;15;44;-9;11;10;288;87;5;77;2;Minor;0.9774177920723116;-49.324489674239295
Let Me Blow Ya Mind;Eve;contemporary r&b;2001;90;56;91;-4;7;90;230;24;11;77;2;Minor;0.18161985390102364;-2.2775468769550784
Let Me Go (with Alesso, Florida Georgia Line & watt);Hailee Steinfeld;pop;2017;103;71;66;-4;8;74;175;3;5;77;6;Major;0.5368265786684547;-53.30585643326327
Live Your Life;T.I.;atl hip hop;2008;160;86;38;-3;21;48;339;7;26;77;3;Major;0.40141882786728245;-43.86158364421562
2002;Anne-Marie;hel;2018;96;68;70;-3;14;60;187;4;12;82;2;Major;0.4137816714882332;-30.5155331593079
Losin Control;Russ;hawaiian hip hop;2017;97;25;76;-7;10;21;238;52;14;77;0;Major;0.4761038481486223;-48.918385594694236
Love On Top;Beyoncé;pop;2011;94;75;65;-5;60;65;267;8;9;77;6;Major;0.7090135476366548;-59.10853902931137
Low Life (feat. The Weeknd);Future;atl hip hop;2016;144;33;72;-8;15;10;314;34;7;77;5;Minor;0.6513869245697014;-17.457719155771812
Middle;DJ Snake;edm;2016;105;70;58;-5;5;22;221;1;4;77;9;Major;0.34457591559524914;-18.44099249775647
MONTERO (Call Me By Your Name);Lil Nas X;lgbtq+ hip hop;2021;179;51;61;-7;38;76;138;30;15;77;11;Minor;0.2696873389648997;-7.206905721487082
Motley Crew;Post Malone;dfw rap;2021;130;63;80;-4;10;29;184;9;8;77;5;Minor;0.1481435125913766;-45.81131460993174
Nevermind;Dennis Lloyd;israeli pop;2017;100;69;60;-8;41;8;157;16;20;77;4;Major;0.23894815678406767;-34.50611380381268
Nights Like This (feat. Ty Dolla $ign);Kehlani;pop;2019;146;73;61;-5;15;29;202;37;15;77;11;Major;0.1472634441163445;-7.660289675620568
No Hands (feat. Roscoe Dash & Wale);Waka Flocka Flame;atl hip hop;2010;131;60;76;-6;24;36;264;1;4;77;10;Major;0.6697061948549649;-17.286283999278844
oui;Jeremih;chicago rap;2015;79;72;42;-4;11;60;238;21;10;77;5;Minor;0.2886404528866524;-55.67629276231399
Paris;The Chainsmokers;electropop;2017;100;66;65;-6;9;22;222;2;3;77;4;Minor;0.9198365714583412;-25.20473142947794
Part Of Me;Katy Perry;pop;2012;130;92;68;-5;7;77;216;0;4;77;4;Minor;0.9549158359626699;-59.413903269506044
Perfect Strangers;Jonas Blue;pop;2018;118;86;73;-4;21;70;197;39;5;77;7;Major;0.009798903817811455;-22.0456695832503
Pompeii;Bastille;metropopolis;2013;127;72;68;-6;27;57;214;8;4;77;9;Minor;0.894866969466095;-27.803656831782256
Praise God;Kanye West;chicago rap;2021;118;55;80;-6;26;21;227;1;17;77;10;Minor;0.8380295962658116;-18.853383387927032
Price Tag;Jessie J;dance pop;2011;175;83;64;-4;27;67;223;3;18;77;7;Minor;0.4936496479228859;-6.0675960724960945
Pure Water (with Migos);Mustard;cali rap;2019;202;56;68;-6;34;14;192;17;13;77;11;Major;0.4952329848861934;-4.676586564901285
Renegades;X Ambassadors;modern alternative rock;2015;90;86;53;-6;23;53;195;1;9;77;5;Major;0.8702619129443191;-33.197427109939504
Reptilia;The Strokes;alternative rock;2003;158;65;49;-5;10;77;220;0;3;77;11;Major;0.5049096987320346;-52.93887171542221
Ride Wit Me;Nelly;dance pop;2000;102;70;85;-6;24;72;292;6;5;77;11;Minor;0.6734351884556229;-57.6709096502417
Runaway (U & I);Galantis;dance pop;2015;126;81;51;-4;9;38;227;1;5;77;8;Minor;0.9262263469763703;-8.582745689694214
Savage Love (Laxed - Siren Beat);Jawsh 685;nz pop;2020;150;48;77;-9;27;76;171;23;8;77;1;Minor;0.5505154442872179;-57.104572407269806
Say It;Tory Lanez;canadian hip hop;2016;107;53;55;-11;12;25;238;9;6;77;2;Minor;0.8539700082512836;-12.23621037976988
Secreto;Anuel AA;reggaeton;2019;92;80;81;-4;14;71;259;60;13;77;3;Major;0.7007381795324947;-47.73746265946982
Secrets;OneRepublic;piano rock;2009;148;76;52;-6;12;38;225;7;4;77;10;Minor;0.6171096569066089;-23.400468346396146
She Wolf;Shakira;colombian pop;2009;122;69;87;-7;23;87;189;28;4;77;7;Minor;0.8981918884402504;-42.180002092560585
Slow Hands;Niall Horan;pop;2017;86;43;74;-7;6;85;188;1;5;77;8;Major;0.14784434396057544;-44.0304879743056
Smooth Criminal;Alien Ant Farm;alternative metal;2001;127;96;65;-4;14;87;209;0;6;77;8;Major;0.1484716133367987;-23.467415608859298
Snowman;Sia;australian dance;2018;105;51;72;-6;9;33;166;48;3;77;8;Major;0.3320238036154336;-18.197436183460987
Stir Fry;Migos;atl hip hop;2018;182;82;82;-5;16;51;190;0;27;77;7;Minor;0.09281966332568381;-4.186765455087048
Stole the Show;Kygo;edm;2016;100;64;64;-8;32;48;223;27;23;77;0;Minor;0.6938546522578759;-59.01943760218645
Stronger (What Doesn't Kill You);Kelly Clarkson;dance pop;2011;116;94;56;-4;11;68;222;5;5;77;9;Minor;0.8042588467118409;-18.433302180361423
Sucker for Pain (with Wiz Khalifa & Imagine Dragons & Logic & Ty Dolla $ign feat. X Ambassadors);Lil Wayne;hip hop;2016;169;79;50;-4;65;74;243;26;32;77;0;Minor;0.34727972519796013;-1.9249734909407366
Sunday Best;Surfaces;bedroom soul;2019;112;53;88;-7;7;69;159;18;6;77;1;Major;0.18377980412680317;-20.09685504940144
Swalla (feat. Nicki Minaj & Ty Dolla $ign);Jason Derulo;dance pop;2017;98;82;70;-4;19;78;216;8;11;77;3;Major;0.880990429622967;-58.66345411072972
Swang;Rae Sremmurd;melodic rap;2016;140;31;68;-9;10;17;208;20;6;77;11;Major;0.7157571516389368;-17.564015849853483
Take Care;Drake;canadian hip hop;2011;122;52;63;-10;9;30;277;3;27;77;0;Minor;0.7919540576326792;-4.826563281848102
Take You Dancing;Jason Derulo;dance pop;2020;113;71;79;-4;9;75;190;3;4;77;9;Minor;0.898964393284291;-23.757656060927943
Talking to the Moon;Bruno Mars;dance pop;2010;146;59;50;-5;11;8;218;51;3;77;3;Major;0.3673279654185788;-45.095644772254445
The Climb;Miley Cyrus;pop;2009;161;60;34;-6;14;30;235;6;3;77;10;Major;0.27662990668502185;-56.26081205613768
THE SCOTTS;THE SCOTTS;viral rap;2020;130;54;72;-8;16;28;166;23;5;77;1;Major;0.2781148851533395;-40.567151799505595
Vaina Loca;Ozuna;puerto rican pop;2018;94;81;75;-4;20;56;176;32;8;77;6;Minor;0.4770979157862497;-13.70325111746471
We Are Never Ever Getting Back Together;Taylor Swift;pop;2012;86;68;63;-6;12;75;193;1;9;77;9;Major;0.3886023520985704;-55.77170330448164
Wild Thoughts (feat. Rihanna & Bryson Tiller);DJ Khaled;hip hop;2017;98;67;67;-3;12;63;204;3;7;77;9;Major;0.7685458551941645;-44.23678142556299
Without Me;Halsey;electropop;2018;136;49;75;-7;9;53;202;30;7;77;8;Minor;0.8958724527463643;-35.78484281083753
You're Beautiful;James Blunt;neo mellow;2005;82;48;68;-10;9;45;209;63;3;77;8;Major;0.14721229839100725;-6.255009726287184
You've Got The Love;Florence + The Machine;baroque pop;2009;110;69;57;-5;10;40;169;0;3;77;5;Minor;0.3268294226744045;-42.14024298419861
ZEZE (feat. Travis Scott & Offset);Kodak Black;florida drill;2018;98;60;86;-6;9;50;229;5;18;77;7;Minor;0.35064274768409276;-20.81792476678787
679 (feat. Remy Boyz);Fetty Wap;new jersey rap;2015;190;72;62;-6;63;60;197;0;32;76;2;Minor;0.021875409226373543;-51.0742226357372
Airplanes (feat. Hayley Williams of Paramore);B.o.B;atl hip hop;2010;93;87;66;-4;4;38;180;11;12;76;0;Minor;0.038179309651578675;-37.76929036835722
Bad Day;Daniel Powter;canadian pop;2005;140;79;60;-4;15;52;234;45;3;76;0;Major;0.4547806372264588;-32.90999036258154
Beautiful Day;U2;irish rock;2000;136;93;54;-6;20;39;248;2;6;76;3;Minor;0.7266614258908017;-37.378860954230596
Beautiful People (feat. Khalid);Ed Sheeran;pop;2019;93;65;64;-8;8;55;198;12;19;76;9;Major;0.5605478953325935;-55.55643765295629
Because Of You;Ne-Yo;dance pop;2007;110;54;81;-6;10;83;267;53;4;76;6;Minor;0.5297970360493541;-31.70851891563099
Behind Blue Eyes;Limp Bizkit;alternative metal;2003;120;49;60;-7;12;9;270;50;3;76;6;Major;0.7571128058301986;-8.197549112689451
Better Together;Jack Johnson;neo mellow;2005;110;35;87;-9;11;66;208;30;5;76;9;Minor;0.2007193032534227;-25.958722881205226
Black Beatles;Rae Sremmurd;melodic rap;2016;146;63;79;-6;13;36;292;14;6;76;0;Major;0.8644440851367524;-4.987983536416934
Blueberry Faygo;Lil Mosey;melodic rap;2020;99;55;77;-8;13;35;163;21;4;76;5;Major;0.2785803761239989;-24.628074184284365
Chasing Pavements;Adele;british soul;2008;80;47;62;-6;11;33;211;29;3;76;10;Minor;0.984760654937928;-12.38879232510972
China;Anuel AA;reggaeton;2019;105;81;79;-4;8;61;302;8;9;76;9;Minor;0.9935671748021195;-56.17961709714265
Circus;Britney Spears;dance pop;2008;115;73;79;-5;7;76;192;15;5;76;3;Major;0.22349858018006608;-36.03762218067564
Cleanin' Out My Closet;Eminem;detroit hip hop;2002;148;76;91;-5;8;87;298;7;17;76;9;Minor;0.025824367395234193;-3.417815744444418
Crank That (Soulja Boy);Soulja Boy;atl hip hop;2007;140;74;74;-2;5;80;222;52;8;76;10;Minor;0.4986289804785584;-18.639221071965046
Cry Me a River;Justin Timberlake;dance pop;2002;74;65;62;-7;10;56;288;58;18;76;9;Minor;0.8025622256571704;-2.2457558164322577
Dancing With A Stranger (with Normani);Sam Smith;pop;2019;103;52;74;-8;22;35;171;45;7;76;10;Major;0.11116241283896944;-22.879728157062985
Dangerous Woman;Ariana Grande;pop;2016;134;60;66;-5;36;29;236;5;4;76;5;Minor;0.06536320707420296;-48.502387941017965
Destination Calabria - Radio Edit;Alex Gaudino;disco house;2007;128;95;63;-5;29;31;223;0;4;76;3;Minor;0.19490591199579366;-34.37349646107078
Domino;Jessie J;dance pop;2011;127;56;76;-5;4;78;232;1;3;76;2;Minor;0.7639046242106572;-10.554904280401999
Down On Me;Jeremih;chicago rap;2010;160;60;70;-8;11;59;228;4;11;76;9;Minor;0.41386037315344604;-13.478958915961087
Eenie Meenie;Sean Kingston;dance pop;2010;121;61;72;-4;11;83;202;5;3;76;5;Major;0.6420732673788566;-45.941095580863774
Fast Car;Jonas Blue;pop;2018;114;58;67;-7;31;55;212;47;6;76;4;Major;0.9542331826719929;-46.2786127829597
Fat Lip;Sum 41;alternative metal;2001;197;91;40;-5;7;63;178;0;14;76;6;Minor;0.05644023790858854;-30.63775927584828
Girlfriend;Avril Lavigne;canadian pop;2007;164;96;56;-2;21;67;217;0;10;76;8;Major;0.8395706564689704;-48.62756934875017
Good as Hell;Lizzo;escape room;2019;96;92;68;-3;44;54;160;26;9;76;10;Minor;0.9501276752321901;-16.843242912338155
Good Life;Kanye West;chicago rap;2007;83;81;44;-7;44;49;207;0;35;76;8;Major;0.5535659620890537;-55.72857806929729
Habits (Stay High);Tove Lo;metropopolis;2014;110;65;73;-4;8;35;209;7;3;76;6;Minor;0.5473184232140562;-50.765407807823415
History;One Direction;boy band;2015;87;70;66;-4;6;80;187;4;5;76;10;Major;0.9980187505346578;-16.96197779734502
Hold On, We're Going Home;Drake;canadian hip hop;2013;100;41;77;-7;7;29;228;0;10;76;1;Major;0.4441241103297462;-57.79514814115147
I Don't Fuck With You;Big Sean;detroit hip hop;2015;98;73;82;-5;33;40;284;4;6;76;0;Minor;0.9036972807336566;-52.57061401670847
I Hate Everything About You;Three Days Grace;alternative metal;2003;89;83;50;-5;14;45;231;0;4;76;2;Major;0.95774024083637;-43.15222930868528
i'm so tired...;Lauv;pop;2020;101;74;55;-8;20;50;163;17;24;76;4;Major;0.7359922544429116;-19.311782706281576
In My Place;Coldplay;permanent wave;2002;145;59;42;-5;30;19;227;6;3;76;8;Minor;0.553262145795199;-23.19140642394524
Infinity 2008 - Klaas Vocal Edit;Guru Josh Project;acid house;2008;128;86;50;-6;35;47;192;0;6;76;6;Minor;0.0224270528415641;-14.151804193711662
Just A Dream;Nelly;dance pop;2010;90;75;53;-6;12;10;238;4;3;76;1;Major;0.16689838198851115;-46.43994146710865
King Kunta;Kendrick Lamar;conscious hip hop;2015;107;66;88;-5;15;49;235;1;10;76;4;Major;0.8479220396735507;-53.262294681016364
L'Amour Toujours;Gigi D'Agostino;eurodance;2001;139;88;64;-4;36;74;242;8;3;76;2;Minor;0.20723115639058143;-33.233867135521464
Last Friday Night (T.G.I.F.);Katy Perry;pop;2012;126;82;65;-4;67;77;231;0;4;76;5;Major;0.3515421426266453;-11.697958605365294
Latch;Disclosure;edm;2013;122;73;50;-5;9;52;256;2;17;76;10;Major;0.9896076951007994;-2.830755058193006
Let Me Love You;Mario;dance pop;2004;95;58;66;-9;12;56;257;24;9;76;8;Minor;0.4626267245167336;-11.416358692432894
Levitating (feat. DaBaby);Dua Lipa;dance pop;2020;103;83;70;-4;7;92;203;1;6;76;6;Major;0.6271767117158271;-26.464491450887827
Life is a Highway;Rascal Flatts;contemporary country;2006;103;95;58;-4;22;66;276;0;7;76;8;Minor;0.2695891160476258;-48.64237094768671
Like A G6;Far East Movement;asian american hip hop;2010;125;84;44;-8;12;78;217;1;45;76;6;Major;0.17922601274340777;-46.477409047241906
Little Do You Know;Alex & Sierra;pop;2014;146;29;50;-9;19;37;185;75;3;76;11;Minor;0.42020431320554685;-56.429630188990195
Little Things;One Direction;boy band;2012;110;22;71;-12;18;53;219;81;3;76;9;Major;0.8206611298504269;-43.321636411318906
Live While We're Young;One Direction;boy band;2012;126;86;66;-2;14;93;200;5;5;76;7;Minor;0.14773526114301716;-54.36543671423518
Loco Contigo (feat. J. Balvin & Tyga);DJ Snake;edm;2019;192;76;69;-3;10;37;185;28;22;76;9;Major;0.3021797602935631;-21.98370760658613
Meant to Be (feat. Florida Georgia Line);Bebe Rexha;dance pop;2017;154;78;64;-6;8;58;164;5;9;76;7;Minor;0.37975059423721225;-18.21783059028784
Mi Gente;J Balvin;reggaeton;2018;105;70;55;-5;14;29;185;2;8;76;7;Major;0.5159895209119832;-11.823039910127477
Mine;Bazzi;pop;2018;143;79;71;-4;45;72;131;2;7;76;1;Minor;0.25642609182021725;-2.188163687468567
Misery Business;Paramore;candy pop;2007;173;91;52;-4;11;73;212;0;7;76;7;Minor;0.4892150002714798;-34.82431262888264
Naive;The Kooks;brighton indie;2006;100;81;39;-6;15;74;204;8;9;76;10;Minor;0.03685489665126518;-26.05188100544307
No One;Alicia Keys;neo soul;2007;90;55;64;-5;13;17;254;2;3;76;1;Major;0.07254048423426684;-22.422067231313626
Nothin' on You (feat. Bruno Mars);B.o.B;atl hip hop;2010;104;85;69;-6;9;74;268;39;5;76;5;Minor;0.9979967938044678;-48.44754976595502
One Call Away;Charlie Puth;pop;2016;91;61;67;-5;12;47;194;40;3;76;7;Minor;0.9197761113615243;-6.702270939444624
Paralyzer;Finger Eleven;alternative metal;2007;106;94;64;-3;23;86;208;16;5;76;0;Major;0.3642105649924966;-14.712443431621281
Plain Jane;A$AP Ferg;hip hop;2017;170;84;80;-5;9;52;174;7;28;76;10;Major;0.9612748337523623;-33.34681860612506
pov;Ariana Grande;pop;2020;132;53;49;-6;10;17;202;36;6;76;1;Major;0.5517417784308053;-19.128169828309183
Rain On Me (with Ariana Grande);Lady Gaga;art pop;2020;123;86;67;-4;32;65;182;2;4;76;11;Minor;0.189077378858595;-15.377467195448126
Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;pop;2016;102;76;72;-4;18;74;251;41;5;76;3;Major;0.6257520762248778;-22.162630175668518
Roses;The Chainsmokers;electropop;2015;100;80;71;-7;31;34;227;4;6;76;8;Major;0.7164007667942419;-53.05151916362552
Sail;AWOLNATION;la indie;2011;119;44;83;-10;10;27;259;44;6;76;2;Major;0.020296221062970132;-39.33334107708723
212;Azealia Banks;escape room;2014;126;77;85;-6;8;62;205;1;26;71;4;Major;0.9393390870879575;-31.83649404831406
Shake That;Eminem;detroit hip hop;2005;107;64;96;-6;16;53;274;5;12;76;9;Minor;0.419679815085513;-1.7239903026485592
Shout Out to My Ex;Little Mix;girl group;2016;126;75;77;-4;11;80;246;2;9;76;2;Minor;0.03411792555771975;-17.402386971179972
Soltera - Remix;Lunay;reggaeton;2019;92;78;80;-4;44;80;266;36;4;76;3;Minor;0.32949789799846385;-12.391719107708902
Somebody Else;The 1975;modern alternative rock;2016;101;79;62;-6;13;46;348;20;6;76;2;Major;0.7087438189653616;-28.23430731350917
Springsteen;Eric Church;contemporary country;2011;104;81;69;-6;19;93;263;10;3;76;10;Minor;0.6864276320693208;-24.018247439139287
Stacy's Mom;Fountains Of Wayne;pop rock;2003;118;75;77;-5;8;93;198;0;4;76;1;Minor;0.8613227693666563;-14.755993673449886
Take A Look Around;Limp Bizkit;alternative metal;2000;102;85;43;-6;9;51;321;2;5;76;7;Minor;0.41295458068017254;-32.836056778798934
The A Team;Ed Sheeran;pop;2011;85;29;64;-10;18;41;258;67;4;76;5;Major;0.7167410367769445;-55.96037823023802
The Heart Wants What It Wants;Selena Gomez;pop;2014;83;79;62;-5;14;62;227;5;4;76;1;Minor;0.42094397146127416;-42.751917606149064
The Motto;Drake;canadian hip hop;2011;202;44;77;-9;11;39;182;0;36;76;6;Minor;0.18178312575339017;-59.998762807581954
Too Good;Drake;canadian hip hop;2016;118;65;79;-8;10;40;263;5;10;76;0;Minor;0.44727501931299685;-43.392517436269955
Trap Queen;Fetty Wap;new jersey rap;2015;148;87;75;-4;35;82;222;2;13;76;9;Major;0.6384442029676813;-54.53682815868968
Troublemaker (feat. Flo Rida);Olly Murs;dance pop;2012;106;86;76;-4;13;97;186;2;6;76;6;Minor;0.6613670587507416;-33.017857696009735
Under Control (feat. Hurts);Calvin Harris;dance pop;2014;126;92;54;-3;12;51;184;13;8;76;3;Major;0.959994658572491;-24.565808422828482
Walk It Talk It;Migos;atl hip hop;2018;146;63;91;-5;11;40;276;9;18;76;6;Minor;0.9948704211559996;-57.77881474134464
Want to Want Me;Jason Derulo;dance pop;2015;114;68;78;-6;11;66;208;1;6;76;4;Minor;0.21231989299652687;-9.504710339462093
Where Have You Been;Rihanna;barbadian pop;2011;128;85;72;-6;22;44;243;0;9;76;1;Minor;0.14425492933794026;-3.7886043315973197
Where Them Girls At (feat. Nicki Minaj & Flo Rida);David Guetta;big room;2012;130;88;67;-3;26;55;195;6;4;76;10;Major;0.22196635251860852;-8.140679100609475
Wherever You Will Go;The Calling;neo mellow;2001;112;72;56;-5;12;37;209;4;3;76;5;Minor;0.8000058145908158;-59.01421309398714
Who Knew;P!nk;dance pop;2006;140;73;69;-5;8;46;208;0;3;76;4;Major;0.3051616772020037;-43.706071208112334
With You;Chris Brown;r&b;2007;86;69;66;-4;14;66;252;13;7;76;7;Major;0.2568422091556113;-1.2445111923682504
X;Nicky Jam;latin hip hop;2019;180;75;59;-5;30;69;173;3;6;76;7;Major;0.9434211942787143;-38.62142094483462
You And Me;Lifehouse;neo mellow;2005;140;43;46;-8;17;35;195;11;3;76;11;Major;0.9674687737563056;-19.0204085667713
Your Power;Billie Eilish;art pop;2021;130;28;63;-14;23;21;246;93;8;76;0;Minor;0.5545063848665143;-32.69781158242945
4 Minutes (feat. Justin Timberlake & Timbaland);Madonna;dance pop;2009;113;93;75;-5;23;77;190;1;7;75;3;Major;0.4762909212001506;-28.04710585659236
Adan y Eva;Paulo Londra;argentine hip hop;2019;172;71;77;-4;7;72;257;32;34;75;6;Minor;0.7239686885226793;-53.95472999091618
Ain't It Fun;Paramore;candy pop;2013;104;89;61;-4;2;67;297;15;9;75;1;Major;0.7924548323043068;-15.418020439183607
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);Felix Jaehn;edm;2018;118;57;78;-7;7;48;186;67;3;75;6;Minor;0.6102522361861976;-45.584862657811726
All Summer Long;Kid Rock;nu metal;2007;103;86;70;-4;10;89;298;2;3;75;7;Major;0.2668646736184809;-10.972513532989304
Apologize;OneRepublic;piano rock;2007;118;74;59;-6;10;50;208;36;3;75;4;Minor;0.22006721126847584;-8.70110011301665
Ayo;Chris Brown;r&b;2015;98;56;82;-5;9;68;225;4;4;75;6;Minor;0.4255169207423031;-54.800182366411036
Bad and Boujee (feat. Lil Uzi Vert);Migos;atl hip hop;2017;127;67;93;-5;12;17;343;6;24;75;6;Minor;0.6361992657802168;-15.645683941754669
Bad At Love;Halsey;electropop;2017;118;75;68;-4;9;61;181;6;3;75;3;Minor;0.2795611029672682;-51.23791672591466
Bandido;Myke Towers;reggaeton;2020;168;62;71;-5;10;68;233;12;9;75;10;Major;0.2070155555458283;-58.05221511567046
Bartender (feat. Akon);T-Pain;dance pop;2007;105;39;83;-9;22;44;239;6;6;75;6;Major;0.567803274930954;-36.45783268934461
Beautiful Liar;Beyoncé;pop;2007;92;75;76;-4;16;42;200;1;7;75;10;Major;0.04981508587511352;-58.31414439199798
